team_name,firm_name,lead_name,email,members,address
Hall Wealth Management Group,Stifel Nicolaus & Company,,,,"2432 Hill Ave, Atlanta, GA 30301"
Stewart Private Wealth Group,Hilliard Lyons,,,Andrew Hall|William Gomez|Emily Bron|Sandra Parker|Thomas Harris,
Zhang Capital Group,Janney Montgomery,,,,
Adams Investment Partners,Northgate Investment Partners,,,,
Hill Wealth Advis0rs,Stifel Nicolaus & Company,"Jones, Robert",,,
Harris Wealth,Crestwood Family,Charles Green,cgreen@crestwoodfo.com,,"7670 Elm Ave, Chicago, IL 60601"
iaz Wealth,Ridgeway Wealth Management,Kevin iaz,kev.diaz@ridgewaywm.com,,"9640 Hill Ave, Washington, DC 20001"
Khan Capital,Kingsbridge Capital Advisors,,,Matthew Adams|Emily Green|Jason Hill|Linda Johnson|Mean Huang|David Cruz,
Green Investment Group,DA Davidson,"Green, Edward",,Edward Green|Rober Evns|Amanda Evans,
Young Financial Group,Stifel Nicolaus & Company,,brian.young@stifel.com,Brian Young|Nancy Wilson|Margaret Thomas|Brian iu,
Harris & Associates,Summit Peak Advisors,Susan Harris,,Susan Harris|Patricia Mitchell,"9007 Main Ln, Minneapolis, MN 55401"
Thompson Inve5tment Group,Oppenheimer & Co.,Nncy Thompson,,Nancy Thompson|Micha3l Khan|Patricia Campbell|Lisa Morgan,"527 Lake St, San Jose, CA 95101"
Taylor Private Wealth Group,National Planning,,,,"4160 Lake Rd, Baltimore, MD 21201"
Sc0tt Wealth Management,Crestwood Family,,,,
Whit3 Wealth Management Group,Stifel Nicolaus & Company,,,,
Brown Partners,Parkside Wealth Strategies,Rachel King,kingr@parksidewealth.com,Rachel Kin|Timothy Parker|Betty Gomez|Jeffrey Rivera,
Allen Capital Group,Wells Fargo,Jenn1fer Allen,,,"2335 Madison Way, Phoenix, AZ 85001"
Wang Private Client Group,Woodbury Financial,Sarah Wang,,,"3719 Cedar Way, Memphis, TN 38101"
Adams Family Wealth Group,UBS Financial Services,J@mes White,,,
Diaz Financial Partners,Meridian Private Wealth,"Wright, Ronald",ron.wright@meridianpw.com,,
Miller Private Wealth Group,Oppenheimer & Co.,"Pat1, Linda",,,"5700 Lincoln Blvd, Phoenix, AZ 85001"
Taylor Wealth Management Group,Woodbury Financial Services,Sandra Taylor,,Sandra Tayor|Jaso Kim|Jason Mitchell|Steven Parker|Andrew Allen|Donald Mi1ler,"1759 Park Dr, San Jose, CA 95101"
Roberts Wealth Advisors,UBS Financial Services,Betty Roberts,betty.roberts@ubs.com,,
Phillips Capital Partners,Ridgeway Wealth Management,George Mitchell,,George Mitchell|Josph Allen|Betty Baker|Ashley Taylor|Emily Baker,"3371 Main Dr, Chicago, IL 60601"
Martin Privat3 Wealth Group,Commonwealth Financial,Gerge Martin,marting@commonwealth.com,,"9014 Washington Pl, Charlotte, NC 28201"
Chen Wealth Partners,Robert W. Baird & Co.,,mark.chen@rwbaird.com,,
LeeWealth Advisors,UBS Financial,,,,
Khan Wealth Management,Highfield Asset Management,,,Susan Khan|Anthony Khan|Matthew Wilson,
G@rca & Associates,UBS Financial,,,,
Patel Group,Meridian Private,,,,"9726 Madison Ave, Denver, CO 80201"
Roberts Family Wealth Group,Wells Fargo Advisors,"Roberts, Richard",,,
Hill Investment Group,LPL Financial,Paul Hill,,Paul Hll|Jeffrey Baker,"6681 Lincoln Pl, New York, NY 10022"
YangPrivate Wealth,Parkside Wealth Strategies,aul Yang,paul.yang@parksidewealth.com,Paul Yang|Ronald Cruz|Richard Huang|Mark Wilson|Kenneth Stewart,
Lee CapitalGroup,Ameriprise Financial Services,,jlee@ampf.com,,"4514 Madison Pkwy, Kansas City, MO 64101"
Campbell Retirement Solutions Group,Commonwealth Financial Network,,campbellr@commonwealth.com,Ryan Campbell|Kenneth Coll1ns,
Wilson Private Clent Goup,Cambridge Investment,,,,"8689 Main Blvd, Portland, OR 97201"
Col1ins Advisory Group,UBS Financial Services,,,,"4588 Jefferson Court, Austin, TX 78701"
Hall Portfolio Group,Stifel Nicolaus & Company,Bob Patel,,,
Nguyen Wealth Management Group,Janney Montgomery Scott,David Youn9,,David Young|Brian Flores|Jacob Morgan|Edward Smith|Patricia Wang|Jason Roberts|Joseph Morris,
Anderson Prtfolio Group,Raymond James,,,,"238 Hill Pkwy, San Antonio, TX 78201"
Nelson Wealth Partners,DA Davidson & Co.,,nelsonl@dadavidson.com,,
hillips Investment Partners,Kingsbridge Capital Advisors,,,Helen Liu|Kevin King|Paul Martin|Brian Collins|William King|Anthony Evans,
Allen Adviors,Highfield Asset,Brian Allen,,,"2556 Lake St, Denver, CO 80201"
Hill Asset Management Group,Robert W. Baird & Co.,Nancy Harris,,,"678 Park Pl, Washington, DC 20001"
Scott Wealth Advisrs,Commonwealth Financial Network,George Scott,,George Sc0tt|Patricia Wilson|John Kim|Steven Morris|Patricia Davis|Brian Carter|Edward Nguyen,
Rey3s Financial Partners,Crestwood Family Office,Sandra Stewart,,,
Patel Tax & Weath Group,Janney Montgomery Scott,Linda Al1en,,Linda Allen|Patricia Brown|Sarah Parker,
Gomez Wealth Management,Meridian Private Wealth,,pharris@meridianpw.com,Patricia Harris|MichaelHuang|Margaret Roberts|Christopher Nguen,"1266 Park Court, Seattle, WA 98101"
Moore Private Wealth,Highfield Asset Management,Dorothy Moore,,,
Jackson Private lient Group,Ameriprise Financial Services,Pau Jackson,,Paul Jackson|Thomas Evans,
Green Asset Manag3ment Group,Cetera Financial Group,Kev Green,,,
Chen Wealth Advisors,Oppenheimer &,,ryan.chen@opco.com,,"3222 Main Dr, New York, NY 10001"
Joes Retirement Soluions Group,Janney Montgomery Scott,"Scot, Daniel",,Daniel Scott|Sandra Liu|Edward Wilson|Jennifer Yang|Linda Scott|Edward Martin,
Taylor Financial Partner,Northgate Investment Partners,"Taylor, Matthew",,,"6709 Lake Dr, New York, NY 10001"
Davis Capital Group,Cambridge Investment,Amanda Baer,,Amanda Baker|Michael Parker|Richard Diaz|John Brown|Ron@ldDavis,"712 Hill Court, Charlotte, NC 28201"
Carter Wealth Partners,DA Davidson & Co.,Joseph Carter,,,
Rivera Family Wealth Group,Cetera Financial Group,Richard Rivera,,,
Ch3n Wealth Management,Parkside Wealth Strategies,"Stewart, Charles",,,
Zang Wealth Partners,LPL Financial,,,,
Zhang Investment Group,UBS Financial Services,,,,
Hill Financial Group,Wells Fargo,Betty Hill,hillb@wellsfargoadv.com,,
Cruz & Associates,Summit Peak Advisors,Emily Cruz,,Emily Cruz|Jason Yang|Thomas Baker|Linda Davis|Margaret Adams|Robert Jones|Steven Diaz,
Collin Retirement Solutions Group,Oppenheimer &,"Co1lins, James",,,"8698 Lake Pl, Raleigh, NC 27601"
Chen Retirement Solutions Group,DA Davidson & Co.,,cchen@dadavidson.com,,
Jones Private Client Group,Commonwealth Financial Network,,,,
Nguyen Asset Management Group,Securities America,Br1an guyen,,Brian Ngyen|David Zhang|Linda Adams|Sarah Davis|Linda Stewart,"3950 Jefferson Way, Los Angeles, CA 90001"
Miller Family Office,Kingsbridge Capital,John Miller,,,"6855 Highland Court, New York, NY 10022"
Liu Asset Management,Kingsbridge Capital Advisors,Lisa Parker,lisa.parker@kingsbridgecap.com,,
Carter Private Client Group,Ameriprise Financial Services,,jennifer.carter@ampf.com,,"9929 Willow Way, Seattle, WA 98101"
Hall Ivestment Group,UBS Financial,Paul Wilson,,,"6804 Hill Pkwy, Chicago, IL 60601"
Collins Capital Group,Ameriprise Financial Services,,,,"1865 Madison St, Raleigh, NC 27601"
BrownWealth Advisors,Cambridge Investment Research,,,Dorothy Wright|Ronald Gomez|Daniel Reyes,
Miller Famly Office,Clearwater Capital Group,Jeff Williams,,,"9939 Spring Court, Las Vegas, NV 89101"
Khan Investment Group,Janney Montgomery Scott,,,Ashley Khan|Sarah Collins|Jeffrey Kim|Helen Turner|Anthony Thomas|Betty Davis|Betty Young|Anthony Collin,"2363 Market Rd, Indianapolis, IN 46201"
Cruz Private Wealth,Harborview Private Wealth,"homas, Charles",cthomas@harborviewpw.com,,
Yang Asset Management,Ridgeway Wealth Management,,,,
Brown Advisory Group,UBS Financial Services,,,,
Williams Private Wealth,Northgate Investment Partners,Jessica Williams,,Jessica William5|Nancy Harris|Barbara Patel|Ronald Young|Ronald Parker|Michael Kim,"7515 Highland Dr, Chicago, IL 60601"
Flores Private Client Group,DA Davidson & Co.,,,Nancy Flores|Amanda Huang|Jacob Huang,
Chen Advisors,Meridian Private Wealth,"Harris, Ahley",,,
Thompson Welth Adviors,UBS Financial Services,,,,"4429 Washington Pkwy, Houston, TX 77001"
Williams Capital,Harborview Private Wealth,harles Williams,,Charles Williams|Linda Patel|Emily Carter|Lisa Jones,
King Asset Management,Summit Peak,Timothy King,,Timothy King|Margaret Mitchell|Jessica Hill,
White Tax & Wealth Group,Merrill Lynch Pierce Fenner & Smith,Lsa White,lwhite@ml.com,Lisa White|Ryan Evans|Susan Baker,"3595 Spring Pl, Baltimore, MD 21201"
Diaz & Hall Advisors,Securities America,Ryan Diaz,ryan.diaz@secam.com,Ryan Diaz|AmandaWang|Amanda Harris|Robert Cruz|5arah Nguyen|oseph Nguyen|Steven Mitchell,
Johnson Asset Management,Crestwood Family Office,,,,"6243 Market Way, Denver, CO 80201"
Mitchll Wealth Advisors,LPL Financial,,,Ryan Chen|Edward 9reen|Richard Jackson|Jennifer King,
Liu Family Wealth Group,Securities America,,,,
Nguyen Financial Group,Robert W. Baird & Co.,"Brown, Linda",,,
Evans Wealth,Kingsbridge Capital Advisors,Jason Evans,,,"9694 Maple Pl, New York, NY 10022"
Phil1ips Wealth,Ridgeway Wealth Management,,kphillips@ridgewaywm.com,,
Liu Tax & W3alth Group,Janney Montgomery,,,,
Mitchell Wealth Advisors,Woodbury Financial Services,Betty Mitch3ll,,,"1494 Park Pl, Dallas, TX 75201"
Zang & Roberts Advisors,National Planning Holdings,"Zhang, Michael",mike.zhang@nph.com,,
Gomez Financial Group,Edward Jones,,,,"5520 Elm Dr, Austin, TX 78701"
Moore Wealt Management,Harborview Private Wealth,Andy Roberts,robertsa@harborviewpw.com,Andrew Roberts|Donald Patel|Mark Collins|Jeffrey Diaz,
Chen Capital Group,Cetera Financial Group,Robert Garcia,,Robert Garcia|Jacob Alen|Linda Carter|Richard Anderson,
Garia Investment Partners,Kingsbridge Capital,Megan Garcia,megan.garcia@kingsbridgecap.com,Megan Garcia|William Reyes|William Yang|Jon Zh@ng|Barbara Turner|John Lee|Rachel Gomez,"2393 Highland Dr, Portland, OR 97201"
Gomez Advisory Goup,DA Davidson & Co.,Jaco Gomez,,,
Nelson Walth Advisors,Janney Montgomery Scott,Sarah Tayor,,,
Huang Investment Group,National Planning Holdings,"Huang, J0seph",,,"8021 Oak Dr, Austin, TX 78701"
Jackso Weath Advisors,UBS Financial Services,George Jackson,,George Jackson|Brian King,"6018 Commerce Way, Charlotte, NC 28201"
Campbell Institutional Group,Wells Fargo Advisors,,,,"4580 Hill Pkwy, Miami, FL 33101"
Yang Retirement Solutions Group,National Planning Holdings,Brian Yang,,Brian Yang|Susan Hill|Lisa Lee,
Hall Financil Partners,Meridian Private,Jim Stewart,,James Stewart|Christopher White|William Rivea|Brian Thompson|Anthony Moore|Daniel Jackson|Brian Collins,
Torres Portfolio Group,LPL Financial,"Mitche1l, Kevin",kmitchell@lpl.com,,"2038 Lake Ln, Baltimore, MD 21201"
Wilson Private Client Group,Stifel Nicolaus,6ob Wilson,,,"9805 Elm Court, Phoenix, AZ 85001"
Reyes Institutioal Group,Morgan Stanley Wealth Management,"Rey3s, Jason",,Jason Reyes|Patricia Taylor|Mark Chen|Margaret Phillips|Charles Patel,"4744 Park Way, Los Angeles, CA 90001"
Anderson Portfo1io Group,National Planning,,andersonj@nph.com,Jacob Anderson|Rachel Jon3s|Mark Nguyen|Nancy Wilsn|Richard Johnson|Matthew Campbell,"8469 Washington Pl, San Diego, CA 92101"
Cruz F@mily Office,Meridian Private Wealth,Barbara Cruz,,Barbara Cruz|Me9an Williams|Jessica Rivera|Ryan Davis|David Baker|George Wilson,
Mitchell Private Wealth,Highfield Asset Management,Megan Mitchell,mitchellm@highfieldam.com,,"7169 Madison Pl, Denver, CO 80201"
Flores Investment Partner5,Highfield Asset Management,"Stewart, Jacob",,,
Diaz Portfolio Group,Raymond James Financial Services,"Martin, Brian",,,"4255 Highland Ln, San Diego, CA 92101"
Carer Wealth Advisors,LPL Financial,Karen Carter,,,"8025 River Pkwy, San Diego, CA 92101"
Rivera Asset Management Group,Wells Fargo Advisors,Anthoy Rivera,,Anthony Rivera|Michael Taylo|Nancy Turner|James Khan|David Lee|Charles Baker|Megan Green,"5644 Highland Pkwy, Minneapolis, MN 55401"
Martin Advisory Group,Merrill Lynch Pierce Fenner & Smith,,,William Martin|Amanda Diaz|Susan Young|Timohy Phillips|Michael Morgan,"6175 Oak Ln, Los Angeles, CA 90001"
Turner Capital Partners,Clearwater Capital,"Trner,D@niel",,Daniel Turner|Megan Rivera,
Whit3 Portfolio roup,Cambridge Investment Research,Ron@ld White,ron.white@cambridgeinv.com,,"2876 Oak Pl, Baltimore, MD 21201"
HillCapital Group,Robert W. Baird & Co.,"Smith, Michael",,,"6574 Park Court, Charlotte, NC 28201"
PhillipsAdvisory Group,Robert W. Baird & Co.,"Scott, Linda",,,"7550 Lincoln Pkwy, St. Louis, MO 63101"
Young Capital Group,Merrill Lynch Pierce Fenner & Smith,Barbara Young,,,
Cruz Capital Partnrs,Northgate Investment Partners,,,,
Cruz Group,Summit Peak Advisors,,,,
Jones Asset Management,Crestwood Family Office,,,Jennifer Jones|Paul Anderson|Jeffrey Cruz|Matthew Hall|Jeffrey Thomas|Dnald Stewart|Anthony Mitchell|Joseph Jackson|Daniel Lee|Jacob Cruz,
Jackson Advisory Group,Stifel Nicolaus & Company,Sarah Yang,,,"3422 Lake Pkwy, Miami, FL 33101"
Parker Financial Group,Merrill Lynch Pierce Fenner & Smith,,,,
Aderson Private Client Group,Robert W. Baird & Co.,Lina Anderson,andersonl@rwbaird.com,,
Rivera Capital Group,Securities America,,,Kevin Nelson|Susan Nelson|Sarah Edwards|James Smith|Edward Jackson|Nancy Gomez|Christopher Khan,
Huang Wealth Partners,Hilliard Lyons,Srah Miller,,Sarah Mil1er|Jennifer Torres|Daniel Hall|Sandra Jackson|Ryan Torres,
Thomson Financial Group,Hilliard Lyons,,,Betty Thompson|Jason Thompson,"3047 Elm Pkwy, Washington, DC 20001"
Carter Family Office,Summit Peak Advisors,,,Donald Carter|Daniel Flores,"6340 Elm Blvd, Philadelphia, PA 19101"
Yang Retirement Solutions Group,Commonwealth Financial Network,,,,"8570 Spring Way, Nashville, TN 37201"
Mil1er Group,Clearwater Capital Group,"Miller, Kevin",,,"5583 Willow Pl, San Diego, CA 92101"
Thomas Wealth Management,Ridgeway Wealth Management,John Wri9ht,,John Wright|Lisa King|Edward Rivera,
Liu Wealth,Crestwood Family,,kev.nguyen@crestwoodfo.com,Kevin Nguyen|Christopher Turner|Jennifer Flores|Betty Turner,"6343 River Way, Las Vegas, NV 89101"
Roberts Famil Office,Kingsbridge Capital Advisors,"Roberts, manda",,Amand@ Roberts|Brian Young|Timothy Thompson|Megan Diaz,
Liu Financial Group,DA Davidson & Co.,,,Paul Liu|John Wilson|Jason Harris,
Stewart Group,Ridgeway Wealth Management,,,,"1411 Washington Ln, Philadelphia, PA 19101"
Morgan Asset Management Group,UBS Financial Services,"Moran,John",,John Morgan|David Diaz|Nancy Allen,
Stewart Wealth Partners,Stifel Nicolaus & Company,,,,"7360 Elm Blvd, Memphis, TN 38101"
uang Capital Partners,Meridian Private Wealth,,shuang@meridianpw.com,,
Turner Fam1ly Wealth Group,Woodbury Financial,,stewartt@woodburyfs.com,,
Flores Wealth Partners,Janney Montgomery Scott,"Cruz, Karen",,,"2651 Main St, Dallas, TX 75201"
Tayl0r Family Wealth Group,DA Davidson & Co.,,,,
Diaz Family Wealth Group,Robert W. Baird & Co.,Andrew Diaz,,,
Turner Financ1al Group,Janney Montgomery Scott,,lhuang@janney.com,,
Thompson Invsment Group,Wells Fargo Advisors,,,Andrew Tompson|LindaJackson,
Allen rivate Client Group,Oppenheimer & Co.,,jeff.morris@opco.com,Jeffrey Morris|Michael Thompson|Jacob Hill,"8265 Jefferson St, Austin, TX 78701"
Baker Investment Group,Merrill Lynch,Jessica Baker,,,
Morgan Financial Group,Stifel Nicolaus & Company,,jennifer.wilson@stifel.com,,
Nguyen Institutional Group,Edward Jones,Emily Carter,,Emily Carter,
Davis Wealth P@rtners,Securities America,Jason Yang,,Jason Yang|George Jackson|Megan Collins|Paul Reyes,"7984 River Dr, Memphis, TN 38101"
Turner Asset Management Group,Wells Fargo Advisors,Donald Turner,,,
Morgan Privae Wealth Group,Raymond James Financial Services,,ken.white@raymondjames.com,,
Mitchell Private Client Group,Raymond James Financial Services,"Mitchell, Ronald",,,
Wilson Wealth Partners,Hilliard Lyons,Ronald Nelson,,,
Taylor Wealth,Meridian Private Wealth,Helen Taylor,,,
ZhangCapital Group,Morgan Stanley Wealth Management,@manda Zhang,,,
Evans Wealth Partners,Securities America,"Evans, Charles",,,
Parker Capital Parners,Kingsbridge Capital,Nancy Parker,,,
Brown Private W3alth,Summit Peak Advisors,,,,
Reyes Private Wealth Group,Cambridge Investment,Bob Reyes,,Robert Reyes|Mark Mitchell|NancyThomas|Matthew Campbell|George Harris|Emil Turner|Daniel Carter,
Flores Group,Crestwood Family Office,Helen Flor3s,floresh@crestwoodfo.com,,
Philips Financial Group,LPL Financial,Jessica Phillips,phillipsj@lpl.com,Jessica Ph1llips|Karen Flores,
Phillips Advisors,Crestwood Family Office,"Phil1ps, Sarah",,,"9326 Park Ln, Nashville, TN 37201"
Smith Wealth Parners,Raymond James Financial Services,"Smith, K3nneth",smithk@raymondjames.com,,"3735 Spring St, Philadelphia, PA 19101"
Martin Capital Group,Raymond James Financial Services,"Martin, Thomas",,Thomas Martin|Emily Hill,
Reyes Private Wealth Group,National Planning Holdings,Tony Reyes,,Anthony Reyes|Ronald Roberts|Richard Phillips|Brian Allen|Robert Reyes|Emily Nguyen|David Morgan,
Wright Capital Group,UBS Financial,,wrightj@ubs.com,Jacob Wright|James Turner|Jacob Turner|Nancy Brown|Kenneth Campbell|Robert King,
Moore Capital Group,Securities America,,,Emily Moore|Betty Adams|Ryan Phillips|Emily Rivera|David White|Sandra Young|Betty Moore,
Garcia Financial roup,Raymond James,"Grcia, Jennifer",,,
Edwards Inestment Group,Cetera Financial Group,"Hall, Rachel",,Rachel Hall|Emily Thomas|Hel3n Evans|Jeffrey Campell|Donald Harris|William Thompson|Jacob Gree|Ronald Edwards|Kevin Huang,"2309 Highland Dr, Seattle, WA 98101"
Kim Portfolio Group,Oppenheimer & Co.,"Kim, Eward",,Edward Kim|Sarah Scott|Megan Diaz,
Allen & P@tel Advisors,Morgan Stanley Wealth Management,Jacob Allen,jacob.allen@morganstanley.com,Jacob Allen|Mark Thomas,"5829 Jefferson Pkwy, Las Vegas, NV 89101"
Moore Financial Partners,Ridgeway Wealth Management,,,,"1505 Oak Dr, Chicago, IL 60601"
Allen Capital Partnrs,Summit Peak Advisors,,allenj@summitpeakadv.com,Joseph Allen|Anthon Mitchell|Susan Morris,
Baker Portfolio Group,Robert W. Baird & Co.,Helen Baker,,Helen Baker|Su5an Williams|5teven Taylor|Micha3l Y0ung|Matthew Patel|Ronald Evans|Paul Brown,"2415 Main Ln, Atlanta, GA 30301"
Smith Private Wealth Group,Ameriprise Financial,"Hall, Lisa",,,"6467 Hill Pl, Baltimore, MD 21201"
Nguyen & Associates,Highfield Asset Management,,bnguyen@highfieldam.com,,
Kim Wealth Advisors,UBS Financial Services,"Kim, Donald",kimd@ubs.com,Donald Kim|Lisa Cruz,"5095 Commerce Ln, San Jose, CA 95101"
Turner Wealth Partners,Hilliard Lyons,Lisa Turner,,,"3969 Hill St, Denver, CO 80201"
Reyes Asset Management Group,Raymond James Financial Services,David Rey3s,,D@vid Reyes|Sandra Allen,
Wilson & Patel Advisors,Ameriprise Financial Services,"Wilson, Jessica",,Jessica Wilson|Ronald Collins|Susan Wang|ThomasGreen,"2370 Highland Dr, Washington, DC 20001"
Moore & Associates,Parkside Wealth Strategies,"Chen, Bett",,,"9354 Washington Pl, St. Louis, MO 63101"
Allen Financial Group,Cetera Financial,Margaret Allen,,Margaret Allen|Ryan Evans,
Phillips Portfolio Group,Woodbury Financial Services,,,Paul Phillips|David Edwards|Jacob Baker|Thomas Rivera,"3883 Lake Dr, Las Vegas, NV 89101"
Baker Group,Meridian Private Wealth,,,Megan Baker|Matthew White|Robert Flores,
Kim Investment Partnes,Northgate Investment Partners,,jim.lee@northgateinv.com,James Lee|Amanda Hall|Ronald King|Dorothy Liu,
Williams Portfolio Group,DA Davidson & Co.,,,,"6332 Spring Ln, Kansas City, MO 64101"
Liu Advisory Group,Ameriprise Financial Services,Paticia Yang,,Patricia Yang|Ryan Turn3r|Andrew Adams|Kenneth Morgan|Timothy Martin|Jacob Thompson,
Nelson Capital,Clearwater Capital,Mike Wang,wangm@clearwatercap.com,,"7021 Oak Court, Dallas, TX 75201"
Mitchell Investment Group,National Planning Holdings,,ron.mitchell@nph.com,,
