team_name,firm_name,lead_name,email,members,address
Phillips Wlth Mgmt,Highfield Asset Management,,jessica.phillips@highfieldam.com,Jessica Phillips|Bob Roberts|Brian Cruz|Brian Hill|Ryan Wright|Sandra Miller,
Martin Adv Grp,Morgan Stanley Wealth Management,"Morgan, Tim",morgant@morganstanley.com,Tim Morgan|Mark Adams|Karen Hill|Ed Gomez|Ron Rivera|Margaret Anderson,"8466 Market Court, Kansas City, MO 64101"
Johnson Fin Grp,Raymond James Financial Services,Joe Lee,leej@raymondjames.com,Joe Lee|Charles Scott|Ken Wright|Patricia Miller|Rachel Morgan,"1812 Madison Ave, Dallas, TX 75201"
Edwards Fin Grp,Ameriprise Financial Services,"King, Andy",,,"5325 River St, Los Angeles, CA 90001"
Miller Private Wlth Grp,Oppenheimer & Co.,,,Brian Miller|Jennifer Carter|Sandra Nelson,"2792 Lake Court, St. Louis, MO 63101"
Turner & Associates,Stifel Nicolaus & Company,Betty Turner,,,
Khan Fin Ptnrs,Northgate Investment Partners,,kims@northgateinv.com,,
Turner Cap Grp,Commonwealth Financial Network,,,Karen Anderson|Dan Lee|Ed Collins|Linda King,"9880 Lincoln Pkwy, Charlotte, NC 28201"
Wang Wlth Mgmt,Summit Peak Advisors,"Mitchell, Ryan",,Ryan Mitchell|Karen Edwards|Charles Rivera,
Phillips Inv Grp,DA Davidson & Co.,,,Nancy Hill|Ron Wang|Brian Kim|Dan Carter|Andy Wilson|Dan Davis,"9517 Madison Blvd, Charlotte, NC 28201"
Chen Fin Grp,LPL Financial,,,,"978 Willow St, Boston, MA 02101"
Cruz Fin Grp,Commonwealth Financial Network,Ron Martin,,,
Nelson Portfolio Grp,LPL Financial,Charles Liu,,Charles Liu|Jacob Mitchell|Karen Mitchell|Ryan Williams|Betty Evans|Margaret Carter,
Adams Asset Mgmt,Northgate Investment Partners,Bob Reyes,reyesr@northgateinv.com,Bob Reyes|Ashley Martin|Linda Hill|Jennifer Nelson,"3680 Cedar Dr, Indianapolis, IN 46201"
Adams Retirement Solutions Grp,Hilliard Lyons,Barbara Anderson,,,"2023 Lake Dr, Raleigh, NC 27601"
Wlth Mgmt Grp,Edward Jones,Mark Turner,,,"9440 Highland Rd, Austin, TX 78701"
Zhang Wlth Adv,National Planning Holdings,,gjones@nph.com,,"1660 Madison St, Houston, TX 77001"
Roberts Institutional Grp,Commonwealth Financial Network,,,,
Huang Private Client Grp,National Planning Holdings,"Moore, Rick",rmoore@nph.com,Rick Moore|Betty Jackson|Sandra Lee|Tony Hall|Paul King|Andy Wright|Jessica Carter|George Diaz,"1626 Jefferson Pl, Kansas City, MO 64101"
Wilson Portfolio Grp,Securities America,Tony Kim,,,
Allen Retirement Solutions Grp,Raymond James Financial Services,,,,"4589 Willow Rd, Los Angeles, CA 90001"
Wlth Mgmt Grp,Merrill Lynch Pierce Fenner & Smith,Lisa Thomas,,Lisa Thomas|Jim Smith|Ron Wright|Joe Huang|Sandra Edwards|Mike White|Jim Anderson,"3596 Maple Blvd, Seattle, WA 98101"
Jones Adv Grp,Raymond James Financial Services,Andy Scott,,Andy Scott|Jacob Lee|Susan Wilson|Ken Yang,"6376 Cedar Ave, Los Angeles, CA 90001"
Cruz Inv Grp,Raymond James Financial Services,"Cruz, Brian",cruzb@raymondjames.com,,"1220 Main Pkwy, Denver, CO 80201"
Huang Adv,Ridgeway Wealth Management,Barbara Jackson,bjackson@ridgewaywm.com,,
Carter Portfolio Grp,Merrill Lynch Pierce Fenner & Smith,"Gomez, Sarah",,,"9930 River St, Kansas City, MO 64101"
Hall Family Office,Highfield Asset Management,"Zhang, Ryan",,Ryan Zhang|Charles Kim|Jim Thompson,
Family Wlth Grp,Oppenheimer & Co.,Tom Nguyen,,Tom Nguyen|Jacob Jones|John Gomez|Bill Smith|Steve Jackson,"9412 Willow Court, Indianapolis, IN 46201"
Asset Mgmt Grp,UBS Financial Services,Mike Khan,mkhan@ubs.com,,"8400 Market Ln, Dallas, TX 75201"
Tax & Wlth Grp,Janney Montgomery Scott,"Rivera, David",david.rivera@janney.com,David Rivera|Kev Morris|Brian Cruz|Brian Jones|Ken Edwards|Sandra Reyes|Dorothy Wright|Jim Miller,"3429 Elm Court, Minneapolis, MN 55401"
Hall & Associates,Morgan Stanley Wealth Management,,,,
Roberts Institutional Grp,Robert W. Baird & Co.,"Green, Bill",,Bill Green|Karen Taylor|Steve Morgan|Rick Yang|Jennifer Edwards,
Reyes Private Wlth Grp,National Planning Holdings,,ed.reyes@nph.com,,"3842 Market St, Kansas City, MO 64101"
Nguyen Tax & Wlth Grp,Commonwealth Financial Network,"Wright, Rick",,Rick Wright|Margaret White|Sarah Harris|Margaret Wang|Jason King|Paul Lee|Dan Wilson,"2558 Oak Court, Phoenix, AZ 85001"
Torres Private Wlth Grp,Merrill Lynch Pierce Fenner & Smith,"Thomas, Steve",,,
Moore Ptnrs,Summit Peak Advisors,,,Don Moore|Jim Wright|Jim Morris,
Wlth Mgmt Grp,Stifel Nicolaus & Company,,,,
Stewart Private Wlth Grp,Hilliard Lyons,Andy Hall,ahall@hl.com,Andy Hall|Bill Gomez|Emily Brown|Sandra Parker|Tom Harris,
Zhang Cap Grp,Janney Montgomery Scott,,garciab@janney.com,,
Adams Inv Ptnrs,Northgate Investment Partners,,,,"7691 Cedar Ave, San Diego, CA 92101"
Hill Wlth Adv,Stifel Nicolaus & Company,,rjones@stifel.com,Bob Jones|Ashley Carter|Jennifer Gomez|Linda Morris,
Harris Wlth,Crestwood Family Office,,,Charles Green|Tom Thomas|Betty Torres,
Diaz Wlth,Ridgeway Wealth Management,"Lee, Barbara",,Barbara Lee|Matt Yang|Jacob Smith|Paul Thompson,"9640 Hill Ave, Washington, DC 20001"
Khan Cap,Kingsbridge Capital Advisors,Matt Adams,,Matt Adams|Emily Green|Jason Hill|Linda Johnson|Megan Huang|David Cruz,
Green Inv Grp,DA Davidson & Co.,Dan Martin,,Dan Martin|Bob Evans|Amanda Evans|Lisa Young|Ken Wang,
Young & Associates,Stifel Nicolaus & Company,Brian Young,brian.young@stifel.com,,"6850 Highland Way, Portland, OR 97201"
Harris & Associates,Summit Peak Advisors,Susan Harris,harriss@summitpeakadv.com,,
Thompson Inv Grp,Oppenheimer & Co.,,nancy.wilson@opco.com,,
Taylor Inv Grp,National Planning Holdings,"Taylor, Mark",mtaylor@nph.com,,"4160 Lake Rd, Baltimore, MD 21201"
Scott Wlth Mgmt,Crestwood Family Office,Ron Phillips,ron.phillips@crestwoodfo.com,Ron Phillips|Matt Chen|Linda Mitchell|Ken Anderson|David Brown,
White Wlth Mgmt Grp,Stifel Nicolaus & Company,George Zhang,zhangg@stifel.com,George Zhang|Tim Anderson,
Brown Ptnrs,Parkside Wealth Strategies,Rachel King,,,"2520 Elm Ave, Washington, DC 20001"
Allen & Associates,Wells Fargo Advisors,Jennifer Allen,,,"2335 Madison Way, Phoenix, AZ 85001"
Wang Private Client Grp,Woodbury Financial Services,Sarah Wang,sarah.wang@woodburyfs.com,,"3719 Cedar Way, Memphis, TN 38101"
Adams Family Wlth Grp,UBS Financial Services,,,Jim White|Jessica Nguyen|Rick Chen|Patricia Patel,"6975 Madison Way, Phoenix, AZ 85001"
Diaz Fin Ptnrs,Meridian Private Wealth,Ron Wright,,Ron Wright|Ashley Mitchell|George Phillips,
Miller Private Wlth Grp,Oppenheimer & Co.,Linda Patel,,Linda Patel|David Wright|Megan Evans|Patricia Collins|John Green,"5700 Lincoln Blvd, Phoenix, AZ 85001"
Taylor Wlth Mgmt Grp,Woodbury Financial Services,Jason Turner,,,"1759 Park Dr, San Jose, CA 95101"
Roberts Wlth Adv,UBS Financial Services,,,,"8143 Oak Pl, Houston, TX 77001"
Phillips Cap Ptnrs,Ridgeway Wealth Management,,,,"3371 Main Dr, Chicago, IL 60601"
Private Wlth Grp,Commonwealth Financial Network,,,George Turner|Dan Adams|Bob Martin|Bill Turner|Bob Scott,"9014 Washington Pl, Charlotte, NC 28201"
& Adams Grp,Robert W. Baird & Co.,"Chen, Mark",,Mark Chen|Jessica Flores|Ryan Gomez|Mark Carter,
Lee Wlth Adv,UBS Financial Services,,reyesr@ubs.com,,"6958 Commerce Pkwy, Nashville, TN 37201"
Khan & Associates,Highfield Asset Management,,khans@highfieldam.com,,"2515 Jefferson Blvd, Chicago, IL 60601"
Garcia & Associates,UBS Financial Services,Sandra Garcia,,Sandra Garcia|Bill Garcia|Nancy Carter|Betty Carter|Sarah Zhang|Paul Campbell|Dorothy Wang,"7233 Elm Pkwy, Philadelphia, PA 19101"
Patel Grp,Meridian Private Wealth,Jim Thomas,,Jim Thomas|Emily Gomez|Rachel Morris,
Roberts Family Wlth Grp,Wells Fargo Advisors,Rick Roberts,robertsr@wellsfargoadv.com,,"1754 River Court, Minneapolis, MN 55401"
Hill Inv Grp,LPL Financial,Betty Williams,betty.williams@lpl.com,Betty Williams|Jeff Baker|Sandra Carter|George Collins,
Yang Private Wlth,Parkside Wealth Strategies,"Anderson, Paul",andersonp@parksidewealth.com,Paul Anderson|Ron Cruz|Rick Huang|Mark Wilson,"431 River Rd, San Jose, CA 95101"
Lee & Associates,Ameriprise Financial Services,Jacob Lee,,Jacob Lee|Ashley Jackson|Margaret Stewart,"4514 Madison Pkwy, Kansas City, MO 64101"
Campbell Retirement Solutions Grp,Commonwealth Financial Network,,,Margaret Edwards|Ken Collins|Mike Green|Rick Campbell,"6226 Oak Court, Miami, FL 33101"
Wilson Private Client Grp,Cambridge Investment Research,"Morgan, Chris",,Chris Morgan|Mike Harris|Bob Nelson|Mark Scott,
Collins Adv Grp,UBS Financial Services,,tgarcia@ubs.com,Tim Garcia|Ed Johnson|Mike Taylor,
Hall Portfolio Grp,Stifel Nicolaus & Company,"Patel, Bob",bob.patel@stifel.com,,"7408 Commerce Pkwy, Phoenix, AZ 85001"
Nguyen Wlth Mgmt Grp,Janney Montgomery Scott,,david.young@janney.com,David Young|Brian Flores|Jacob Morgan|Ed Smith|Patricia Wang|Jason Roberts|Joe Morris,
Anderson Portfolio Grp,Raymond James Financial Services,"Gomez, Chris",chris.gomez@raymondjames.com,,"238 Hill Pkwy, San Antonio, TX 78201"
Nelson Cap Grp,DA Davidson & Co.,,,,
Phillips Inv Ptnrs,Kingsbridge Capital Advisors,,,Helen Liu|Kev King|Paul Martin|Brian Collins|Bill King|Tony Evans,
Allen Adv,Highfield Asset Management,Susan Collins,collinss@highfieldam.com,Susan Collins|Betty Parker|Sarah Cruz|Tom Reyes|John Diaz|Linda Young|George Jones|Andy Garcia,"2556 Lake St, Denver, CO 80201"
Asset Mgmt Grp,Robert W. Baird & Co.,Nancy Harris,,Nancy Harris|Kev Patel|Chris Evans|Jim Jackson,"678 Park Pl, Washington, DC 20001"
Scott Wlth Adv,Commonwealth Financial Network,George Scott,,,"5018 Washington Court, Boston, MA 02101"
Reyes Fin Ptnrs,Crestwood Family Office,,,Sandra Stewart|Jeff Huang|Ryan Phillips,"9259 Washington Pl, Raleigh, NC 27601"
Tax & Wlth Grp,Janney Montgomery Scott,Linda Allen,lallen@janney.com,Linda Allen|Patricia Brown|Sarah Parker,"5528 Hill Pkwy, Austin, TX 78701"
Gomez Wlth Mgmt,Meridian Private Wealth,,,Patricia Harris|Mike Huang|Margaret Roberts|Chris Nguyen,"1266 Park Court, Seattle, WA 98101"
Moore Cap Ptnrs,Highfield Asset Management,"Moore, Dorothy",,,"3054 Maple Way, Raleigh, NC 27601"
Private Client Grp,Ameriprise Financial Services,Ashley Adams,,Ashley Adams,"2862 Washington Way, Washington, DC 20001"
Green Asset Mgmt Grp,Cetera Financial Group,Kev Green,,Kev Green|Jason Torres|Jim Yang|Rachel Cruz,"7129 Lincoln St, Seattle, WA 98101"
Chen Wlth Adv,Oppenheimer & Co.,,,,"3222 Main Dr, New York, NY 10001"
Jones Retirement Solutions Grp,Janney Montgomery Scott,,dan.scott@janney.com,,"849 River Way, Dallas, TX 75201"
Taylor Fin Ptnrs,Northgate Investment Partners,John Patel,john.patel@northgateinv.com,John Patel|Tony Reyes|John Gomez|John White,
Davis Cap Grp,Cambridge Investment Research,,amanda.baker@cambridgeinv.com,Amanda Baker|Mike Parker|Rick Diaz|John Brown|Ron Davis,"712 Hill Court, Charlotte, NC 28201"
Carter Wlth Ptnrs,DA Davidson & Co.,Betty Wright,,Betty Wright|Jim Allen|Margaret Parker|Rick Parker|Susan Thompson|Amanda Phillips|Ron Wilson,"7872 Elm Dr, Atlanta, GA 30301"
Family Wlth Grp,Cetera Financial Group,Rick Rivera,rrivera@cetera.com,,
Chen Wlth Mgmt,Parkside Wealth Strategies,Charles Stewart,,Charles Stewart|Rick Yang|Steve Diaz|Mark Nelson|Andy Martin|Dorothy Brown,"8195 Maple Court, Houston, TX 77001"
Zhang Wlth Ptnrs,LPL Financial,"Chen, Chris",chris.chen@lpl.com,Chris Chen|Ryan Liu|Dan Cruz|Dorothy Jackson,"6001 Spring Ln, Minneapolis, MN 55401"
Zhang Inv Grp,UBS Financial Services,"Zhang, Jim",,,"2893 Willow Way, San Jose, CA 95101"
Hill Fin Grp,Wells Fargo Advisors,David Parker,,,
Cruz & Associates,Summit Peak Advisors,"Cruz, Emily",,Emily Cruz|Jason Yang|Tom Baker|Linda Davis|Margaret Adams|Bob Jones|Steve Diaz,"3069 Lincoln Pl, Las Vegas, NV 89101"
Collins Retirement Solutions Grp,Oppenheimer & Co.,Paul Anderson,,,"8698 Lake Pl, Raleigh, NC 27601"
Retirement Solutions Grp,DA Davidson & Co.,Jeff Cruz,,Jeff Cruz|Barbara Zhang|Patricia Zhang,
Jones & Associates,Commonwealth Financial Network,Chris Jones,,Chris Jones|Barbara White,"8155 Lake Pl, San Jose, CA 95101"
Asset Mgmt Grp,Securities America,,,Ed Liu|David Zhang|Linda Adams|Sarah Davis|Kev Reyes|Bill Evans,"3950 Jefferson Way, Los Angeles, CA 90001"
Miller & Associates,Kingsbridge Capital Advisors,"Miller, John",john.miller@kingsbridgecap.com,John Miller|Megan Evans,
Liu Asset Mgmt,Kingsbridge Capital Advisors,"Parker, Lisa",,,"9313 Jefferson Pl, Philadelphia, PA 19101"
Carter Private Client Grp,Ameriprise Financial Services,,,,"9929 Willow Way, Seattle, WA 98101"
Hall Inv Grp,UBS Financial Services,,paul.wilson@ubs.com,,"6804 Hill Pkwy, Chicago, IL 60601"
Collins Cap Grp,Ameriprise Financial Services,,rpatel@ampf.com,Rick Patel|Jacob Yang|Ashley Nelson|George Gomez|Barbara Wilson|David Zhang|Steve Williams,
Brown Wlth Adv,Cambridge Investment Research,Dorothy Wright,,Dorothy Wright|Ron Gomez|Dan Reyes,"7191 Commerce Court, Miami, FL 33101"
Miller Family Office,Clearwater Capital Group,Jeff Williams,,,"9939 Spring Court, Las Vegas, NV 89101"
Khan Inv Grp,Janney Montgomery Scott,Ashley Khan,,Ashley Khan|Sarah Collins|Jeff Kim|Helen Turner|Tony Thomas|Betty Davis|Betty Young|Tony Collins,"2363 Market Rd, Indianapolis, IN 46201"
Cruz Private Wlth,Harborview Private Wealth,Charles Thomas,,Charles Thomas|Joe Morris|Lisa Carter|Patricia Gomez|Tim Flores|Karen Khan|Jason Baker,"2273 Washington Court, Atlanta, GA 30301"
Yang Asset Mgmt,Ridgeway Wealth Management,"Roberts, Betty",betty.roberts@ridgewaywm.com,,"4784 Madison St, Portland, OR 97201"
Brown Adv Grp,UBS Financial Services,Ryan Campbell,,,"4474 Washington Rd, Raleigh, NC 27601"
Williams Private Wlth,Northgate Investment Partners,Jim Green,,Jim Green|Nancy Harris|Ron Young,
Private Client Grp,DA Davidson & Co.,"Wilson, Jacob",,Jacob Wilson|Amanda Huang|Jacob Huang,
Chen Adv,Meridian Private Wealth,"Harris, Ashley",,Ashley Harris|Matt Young|Ed Jones|Jeff Rivera|Sandra Campbell,
Thompson Wlth Adv,UBS Financial Services,"Zhang, Lisa",,,"4429 Washington Pkwy, Houston, TX 77001"
Williams & Associates,Harborview Private Wealth,"Williams, Charles",,Charles Williams|Linda Patel|Emily Carter|Lisa Jones,
King Asset Mgmt,Summit Peak Advisors,Jacob Jackson,,,
White Tax & Wlth Grp,Merrill Lynch Pierce Fenner & Smith,Jennifer Torres,torresj@ml.com,,"3595 Spring Pl, Baltimore, MD 21201"
Diaz & Hall Adv,Securities America,,,,"1979 Willow Way, Baltimore, MD 21201"
Johnson Asset Mgmt,Crestwood Family Office,Megan Chen,chenm@crestwoodfo.com,Megan Chen|Brian Thomas|Emily Carter,"6243 Market Way, Denver, CO 80201"
Mitchell Wlth Adv,LPL Financial,Ryan Chen,ryan.chen@lpl.com,Ryan Chen|Ed Green|Rick Jackson|Jennifer King,
Liu Family Wlth Grp,Securities America,,,,
Nguyen Fin Grp,Robert W. Baird & Co.,,,,
Evans & Turner Grp,Kingsbridge Capital Advisors,Jason Evans,evansj@kingsbridgecap.com,,"9694 Maple Pl, New York, NY 10022"
Phillips Wlth,Ridgeway Wealth Management,Andy Thomas,,,"4712 Jefferson Ln, Raleigh, NC 27601"
Liu Tax & Wlth Grp,Janney Montgomery Scott,,,,"6213 Highland Court, New York, NY 10001"
Mitchell & Associates,Woodbury Financial Services,Betty Mitchell,,,"1494 Park Pl, Dallas, TX 75201"
& Roberts Adv,National Planning Holdings,Mike Zhang,mike.zhang@nph.com,Mike Zhang|Steve Miller,"9092 Highland Ave, San Francisco, CA 94101"
Gomez & Edwards Grp,Edward Jones,,,,"5520 Elm Dr, Austin, TX 78701"
Moore Wlth Mgmt,Harborview Private Wealth,,,,"9387 Spring Ln, Austin, TX 78701"
Chen Cap Grp,Cetera Financial Group,,,Bob Garcia|Jacob Allen|Linda Carter|Rick Anderson,"2300 Spring Way, Baltimore, MD 21201"
Gomez Adv Grp,DA Davidson & Co.,Jacob Gomez,gomezj@dadavidson.com,,
Nelson Wlth Adv,Janney Montgomery Scott,Sarah Taylor,sarah.taylor@janney.com,Sarah Taylor|Don Zhang|Amanda Cruz|Chris Morris|Barbara Wilson|Ashley Taylor|Dan Roberts|Jennifer Allen,
Huang Inv Grp,National Planning Holdings,,,,"8021 Oak Dr, Austin, TX 78701"
Jackson Wlth Adv,UBS Financial Services,,,,"6018 Commerce Way, Charlotte, NC 28201"
Campbell Institutional Grp,Wells Fargo Advisors,,moorem@wellsfargoadv.com,Mike Moore|Nancy Diaz|Nancy Torres|Jessica Allen,
Yang Retirement Solutions Grp,National Planning Holdings,"Johnson, Margaret",,Margaret Johnson|Susan Hill|Karen Lee|Emily Allen,"1375 Hill Ln, Denver, CO 80201"
Hall Fin Ptnrs,Meridian Private Wealth,Jim Stewart,,Jim Stewart|Chris White|Bill Rivera|Brian Thompson|Tony Moore|Dan Jackson|Brian Collins,"7998 Main Court, Portland, OR 97201"
Torres Portfolio Grp,LPL Financial,,kmitchell@lpl.com,Kev Mitchell|Joe Baker|Ed Baker|Patricia Jackson|Brian Chen,"2038 Lake Ln, Baltimore, MD 21201"
Wilson Private Client Grp,Stifel Nicolaus & Company,,bob.wilson@stifel.com,,
Reyes Institutional Grp,Morgan Stanley Wealth Management,,leen@morganstanley.com,Nancy Lee|Patricia Taylor|Mark Chen|Margaret Phillips|Charles Patel,"4744 Park Way, Los Angeles, CA 90001"
Anderson Portfolio Grp,National Planning Holdings,Jacob Thompson,jacob.thompson@nph.com,,"8469 Washington Pl, San Diego, CA 92101"
Cruz Family Office,Meridian Private Wealth,"Cruz, Sandra",sandra.cruz@meridianpw.com,,"2550 Cedar Blvd, Las Vegas, NV 89101"
Mitchell Private Wlth,Highfield Asset Management,Megan Mitchell,mitchellm@highfieldam.com,Megan Mitchell|Susan Green|Mark Khan|Patricia Patel|Jacob Nguyen|Lisa Gomez|Jeff Wang,
Flores Inv Ptnrs,Highfield Asset Management,Jacob Stewart,,Jacob Stewart|Ron Khan|Karen Miller|Bill Nguyen|Ashley Wang,"3196 Main Pkwy, New York, NY 10001"
Diaz Portfolio Grp,Raymond James Financial Services,Brian Martin,,,
Carter Wlth Adv,LPL Financial,Karen Carter,karen.carter@lpl.com,,"8025 River Pkwy, San Diego, CA 92101"
Asset Mgmt Grp,Wells Fargo Advisors,"Young, Chris",,,"5644 Highland Pkwy, Minneapolis, MN 55401"
Martin Adv Grp,Merrill Lynch Pierce Fenner & Smith,"Torres, David",,David Torres|Amanda Diaz|Susan Young|Tim Phillips|Mike Morgan|Jeff Smith,"6175 Oak Ln, Los Angeles, CA 90001"
Turner Cap Ptnrs,Clearwater Capital Group,Jacob Wright,,,
White Portfolio Grp,Cambridge Investment Research,,,,"2876 Oak Pl, Baltimore, MD 21201"
Hill Cap Grp,Robert W. Baird & Co.,Mike Smith,msmith@rwbaird.com,,"6574 Park Court, Charlotte, NC 28201"
Phillips Adv Grp,Robert W. Baird & Co.,,,Linda Scott|Rick Carter|Karen Miller|Nancy Rivera,"7550 Lincoln Pkwy, St. Louis, MO 63101"
Young Cap Grp,Merrill Lynch Pierce Fenner & Smith,Barbara Young,,,"2017 Market Rd, Minneapolis, MN 55401"
Cruz Cap Ptnrs,Northgate Investment Partners,Don Diaz,diazd@northgateinv.com,Don Diaz|Nancy Turner,
Cruz Grp,Summit Peak Advisors,Bob Brown,,Bob Brown|Jessica Smith|Ron Chen|Andy Garcia|Betty Cruz|Ron King|Sandra Campbell,
Jones Asset Mgmt,Crestwood Family Office,Jennifer Jones,,Jennifer Jones|Paul Anderson|Jeff Cruz|Matt Hall|Jeff Thomas|Don Stewart|Tony Mitchell|Joe Jackson|Dan Lee|Jacob Cruz,
Jackson Adv Grp,Stifel Nicolaus & Company,"Yang, Sarah",yangs@stifel.com,Sarah Yang|Kev Baker|Ron Smith,"3422 Lake Pkwy, Miami, FL 33101"
Parker Fin Grp,Merrill Lynch Pierce Fenner & Smith,Bill White,,,"208 Highland St, Raleigh, NC 27601"
Anderson & Moore Adv,Robert W. Baird & Co.,Linda Anderson,,,"8474 Lincoln Dr, San Diego, CA 92101"
Rivera Cap Grp,Securities America,,nelsonk@secam.com,,"6550 Washington Way, Boston, MA 02101"
Huang Wlth Ptnrs,Hilliard Lyons,"Miller, Sarah",millers@hl.com,,
Thompson Fin Grp,Hilliard Lyons,,,Karen Wang|Jim Collins,
Carter Family Office,Summit Peak Advisors,Dan Collins,,Dan Collins|Dan Flores,
Retirement Solutions Grp,Commonwealth Financial Network,"Nguyen, Barbara",,,
Miller Grp,Clearwater Capital Group,Kev Miller,,Kev Miller|Lisa Johnson|Margaret Davis|Lisa Huang,
Thomas Wlth Mgmt,Ridgeway Wealth Management,John Wright,,,
Liu Wlth,Crestwood Family Office,,,,"6343 River Way, Las Vegas, NV 89101"
Roberts Family Office,Kingsbridge Capital Advisors,,,Amanda Roberts|Brian Young,"1268 Washington Pl, Los Angeles, CA 90001"
Liu Fin Grp,DA Davidson & Co.,Rick Taylor,,Rick Taylor|John Wilson|Ed Mitchell|Andy Wang,"6050 Market Way, Kansas City, MO 64101"
& Yang Ptnrs,Ridgeway Wealth Management,Steve Stewart,steve.stewart@ridgewaywm.com,Steve Stewart|Patricia Carter,
Morgan Asset Mgmt Grp,UBS Financial Services,,,Nancy Garcia|David Diaz,"8684 Maple Ave, Raleigh, NC 27601"
Stewart Wlth Ptnrs,Stifel Nicolaus & Company,"Stewart, Don",,Don Stewart|John Williams,"7360 Elm Blvd, Memphis, TN 38101"
Huang Cap Ptnrs,Meridian Private Wealth,Sarah Huang,,Sarah Huang|Ron Mitchell,
Turner Family Wlth Grp,Woodbury Financial Services,,,Tim Stewart|Patricia Mitchell|Mark Khan|David Adams|George Gomez|Helen Hall,"9340 Market Court, Indianapolis, IN 46201"
Flores Wlth Ptnrs,Janney Montgomery Scott,Karen Cruz,,,"2651 Main St, Dallas, TX 75201"
Taylor Family Wlth Grp,DA Davidson & Co.,,,,
Diaz Family Wlth Grp,Robert W. Baird & Co.,"Diaz, Andy",andy.diaz@rwbaird.com,,"8815 Hill Ln, Minneapolis, MN 55401"
Turner Fin Grp,Janney Montgomery Scott,,lhuang@janney.com,Lisa Huang|Mike Mitchell|John Anderson|Patricia Wright,"7518 Commerce Dr, San Diego, CA 92101"
Thompson & White Ptnrs,Wells Fargo Advisors,Andy Thompson,,,"7283 Main Dr, Kansas City, MO 64101"
Allen Private Client Grp,Oppenheimer & Co.,Jeff Morris,,Jeff Morris|Mike Thompson|Jacob Hill,"8265 Jefferson St, Austin, TX 78701"
Baker Inv Grp,Merrill Lynch Pierce Fenner & Smith,"Phillips, Margaret",,,
