team_name,firm_name,lead_name,email,members,address
Carter Wealth Partners,DA Davidson & Co.,Joseph Carter,,,
Rivera Family Wealth Group,Cetera Financial Group,Richard Rivera,,Richard Rivera|Matthew Morgan|Steven Chen|Susan Thomas|Lisa Collins|Margaret Young,
Carter Financial Group,LPL Financial,,,,
Chen Wealth Management,Parkside Wealth Strategies,,,,
Zhang Wealth Partners,LPL Financial,,,,"6001 Spring Ln, Minneapolis, MN 55401"
Zhang Investment Group,UBS Financial Services,,zhangj@ubs.com,,"2893 Willow Way, San Jose, CA 95101"
Hill Financial Group,Wells Fargo Advisors,,,Betty Hill|Christopher Davis|Thomas Edwards|Jason Brown|Christopher Miller|Margaret Wang|Rachel Baker,"4553 Lincoln Way, Miami, FL 33101"
Cruz Capital Partners,Summit Peak Advisors,Emily Cruz,,,
Collins Retirement Solutions Group,Oppenheimer & Co.,,,,"8698 Lake Pl, Raleigh, NC 27601"
Chen Retirement Solutions Group,DA Davidson & Co.,,,,
Jones Private Client Group,Commonwealth Financial Network,,,,"8155 Lake Pl, San Jose, CA 95101"
Nguyen Asset Management Group,Securities America,,,Brian Nguyen|David Zhang|Linda Adams|Sarah Davis|Linda Stewart,"3950 Jefferson Way, Los Angeles, CA 90001"
Miller Family Office,Kingsbridge Capital Advisors,John Miller,,,"6855 Highland Court, New York, NY 10022"
Liu Asset Management,Kingsbridge Capital Advisors,,,,
Carter Private Client Group,Ameriprise Financial Services,,,,
Hall Investment Group,UBS Financial Services,,chris.hall@ubs.com,,
Collins Capital Group,Ameriprise Financial Services,,,,
Brown Wealth Advisors,Cambridge Investment Research,,,,
Miller Family Office,Clearwater Capital Group,Thomas Miller,,,
Khan Investment Group,Janney Montgomery Scott,,,,
Cruz Private Wealth,Harborview Private Wealth,,,,
Yang Asset Management,Ridgeway Wealth Management,Jeffrey Yang,,,
Brown Advisory Group,UBS Financial Services,George Brown,,George Brown|Michael Edwards|Andrew Jackson,
Williams Private Wealth,Northgate Investment Partners,,williamsj@northgateinv.com,,"7515 Highland Dr, Chicago, IL 60601"
Flores Private Client Group,DA Davidson & Co.,Nancy Flores,,,"5222 Oak St, Nashville, TN 37201"
Chen Advisors,Meridian Private Wealth,,,,
Thompson Wealth Advisors,UBS Financial Services,Sandra Thompson,,,
Williams Capital,Harborview Private Wealth,,williamsc@harborviewpw.com,Charles Williams|Linda Patel|Emily Carter|Lisa Jones,"5385 Oak Pkwy, Las Vegas, NV 89101"
King Asset Management,Summit Peak Advisors,Timothy King,,,"3703 Market Ave, Phoenix, AZ 85001"
White Tax & Wealth Group,Merrill Lynch Pierce Fenner & Smith,,,Lisa White|Ryan Evans|Susan Baker,
Diaz Wealth Management Group,Securities America,,,,
Johnson Asset Management,Crestwood Family Office,Andrew Johnson,,Andrew Johnson|Brian Thomas|Sarah Rivera|David Miller,
Mitchell Wealth Advisors,LPL Financial,Jacob Mitchell,mitchellj@lpl.com,Jacob Mitchell|Edward Green|Richard Jackson,
Liu Family Wealth Group,Securities America,Ronald Liu,ron.liu@secam.com,,
Nguyen Financial Group,Robert W. Baird & Co.,,,,
Evans Wealth,Kingsbridge Capital Advisors,,,Jason Evans|Andrew Patel,
Phillips Wealth,Ridgeway Wealth Management,Kenneth Phillips,,Kenneth Phillips|John Baker|Christopher Mitchell|Mark Wilson|Jeffrey Hill|Jessica Young|Kevin Moore,"4712 Jefferson Ln, Raleigh, NC 27601"
Liu Tax & Wealth Group,Janney Montgomery Scott,,,Edward Liu|James Roberts,"6213 Highland Court, New York, NY 10001"
Mitchell Wealth Advisors,Woodbury Financial Services,Betty Mitchell,betty.mitchell@woodburyfs.com,,
Zhang Private Client Group,National Planning Holdings,,,,
Gomez Financial Group,Edward Jones,Jason Gomez,jason.gomez@edwardjones.com,,
Moore Wealth Management,Harborview Private Wealth,,,Rachel Moore|Donald Patel|Mark Collins|Jeffrey Diaz,"9387 Spring Ln, Austin, TX 78701"
Chen Capital Group,Cetera Financial Group,Paul Chen,,,
Garcia Investment Partners,Kingsbridge Capital Advisors,,,,"2393 Highland Dr, Portland, OR 97201"
Gomez Advisory Group,DA Davidson & Co.,,,,
Nelson Wealth Advisors,Janney Montgomery Scott,,,,"8462 Lincoln Pl, Los Angeles, CA 90001"
Huang Investment Group,National Planning Holdings,George Huang,,George Huang|William Martin|Karen White,
Jackson Wealth Advisors,UBS Financial Services,George Jackson,jacksong@ubs.com,,
Campbell Institutional Group,Wells Fargo Advisors,,,Timothy Campbell|Nancy Diaz|Nancy Torres,"4580 Hill Pkwy, Miami, FL 33101"
Yang Retirement Solutions Group,National Planning Holdings,,,,
Hall Financial Partners,Meridian Private Wealth,Lisa Hall,,,
Torres Portfolio Group,LPL Financial,Christopher Torres,torresc@lpl.com,,
Wilson Portfolio Group,Stifel Nicolaus & Company,,,,
Reyes Institutional Group,Morgan Stanley Wealth Management,Jason Reyes,,,
Anderson Portfolio Group,National Planning Holdings,,,,
Cruz Family Office,Meridian Private Wealth,Barbara Cruz,,,"2550 Cedar Blvd, Las Vegas, NV 89101"
Mitchell Partners,Highfield Asset Management,Megan Mitchell,,,
Roberts Wealth,Northgate Investment Partners,,,,
Flores Investment Partners,Highfield Asset Management,,,,
Diaz Portfolio Group,Raymond James Financial Services,,,,
Carter Wealth Advisors,LPL Financial,,,Karen Carter|Betty Stewart|Thomas Zhang|George Davis|Jeffrey White|Ashley Patel|Ronald Taylor,"8025 River Pkwy, San Diego, CA 92101"
Rivera Asset Management Group,Wells Fargo Advisors,,,Anthony Rivera|Michael Taylor|Nancy Turner|James Khan|David Lee|Charles Baker|Megan Green,
Martin Advisory Group,Merrill Lynch Pierce Fenner & Smith,,,,
Turner Capital Partners,Clearwater Capital Group,,dan.turner@clearwatercap.com,,
White Portfolio Group,Cambridge Investment Research,Ronald White,,Ronald White|Christopher Garcia,"2876 Oak Pl, Baltimore, MD 21201"
Hill Capital Group,Robert W. Baird & Co.,,,,"6574 Park Court, Charlotte, NC 28201"
Phillips Advisory Group,Robert W. Baird & Co.,,,Mark Phillips|Margaret Rivera|Richard Carter,
Young Capital Group,Merrill Lynch Pierce Fenner & Smith,Barbara Young,youngb@ml.com,Barbara Young|Steven Edwards|Ashley Nguyen|Emily Baker|Jacob Harris|Ryan Wright,
Cruz Capital Partners,Northgate Investment Partners,Dorothy Cruz,,,"9714 Main Way, Boston, MA 02101"
Cruz Group,Summit Peak Advisors,,,,
Jones Asset Management,Crestwood Family Office,Jennifer Jones,,,
Jackson Advisory Group,Stifel Nicolaus & Company,,,,
Parker Financial Group,Merrill Lynch Pierce Fenner & Smith,Edward Parker,,,"208 Highland St, Raleigh, NC 27601"
Anderson Private Client Group,Robert W. Baird & Co.,Linda Anderson,andersonl@rwbaird.com,,
Rivera Capital Group,Securities America,,,,
Huang Wealth Partners,Hilliard Lyons,,,,"3166 Hill Dr, Nashville, TN 37201"
Thompson Financial Group,Hilliard Lyons,Betty Thompson,,Betty Thompson|Jason Thompson,
Carter Family Office,Summit Peak Advisors,,,Donald Carter|Daniel Flores,
Yang Retirement Solutions Group,Commonwealth Financial Network,Thomas Yang,,,
Miller Capital Partners,Clearwater Capital Group,,kmiller@clearwatercap.com,Kevin Miller|Lisa Johnson|Margaret Davis|Lisa Huang,
Thomas Wealth Management,Ridgeway Wealth Management,,thomasm@ridgewaywm.com,Megan Thomas|Lisa King|Edward Rivera|Linda Morgan,
Liu Wealth,Crestwood Family Office,,,,"6343 River Way, Las Vegas, NV 89101"
Roberts Family Office,Kingsbridge Capital Advisors,Amanda Roberts,,,
Liu Financial Group,DA Davidson & Co.,,,Paul Liu|John Wilson|Jason Harris,
Stewart Group,Ridgeway Wealth Management,Steven Stewart,,Steven Stewart|Patricia Carter,
Morgan Asset Management Group,UBS Financial Services,John Morgan,,John Morgan|David Diaz|Nancy Allen,
Stewart Wealth Partners,Stifel Nicolaus & Company,,,Donald Stewart|John Williams|George Scott|Timothy Young,
Huang Capital Partners,Meridian Private Wealth,,,,"7754 Highland Rd, Boston, MA 02101"
Turner Family Wealth Group,Woodbury Financial Services,,,Dorothy Turner|Patricia Mitchell|Mark Khan|David Adams,"9340 Market Court, Indianapolis, IN 46201"
Flores Wealth Partners,Janney Montgomery Scott,,,,
Kim Financial Group,Morgan Stanley Wealth Management,Ronald Kim,,,"7916 Main Ln, Dallas, TX 75201"
Taylor Family Wealth Group,DA Davidson & Co.,,don.taylor@dadavidson.com,,
Diaz Family Wealth Group,Robert W. Baird & Co.,,,Andrew Diaz|Daniel Wilson|Christopher Reyes|Jeffrey Cruz,
Turner Financial Group,Janney Montgomery Scott,Joseph Turner,,,
Thompson Investment Group,Wells Fargo Advisors,Andrew Thompson,,Andrew Thompson|Linda Jackson,
Allen Private Client Group,Oppenheimer & Co.,,,,
Baker Investment Group,Merrill Lynch Pierce Fenner & Smith,,,,
Morgan Financial Group,Stifel Nicolaus & Company,Nancy Morgan,,Nancy Morgan|Susan Parker,
Nguyen Institutional Group,Edward Jones,Patricia Nguyen,,Patricia Nguyen|Jeffrey Kim,
Davis Wealth Partners,Securities America,Susan Davis,,,
Turner Asset Management Group,Wells Fargo Advisors,,dturner@wellsfargoadv.com,,
Morgan Private Wealth Group,Raymond James Financial Services,,,,
Mitchell Private Client Group,Raymond James Financial Services,,,Ronald Mitchell|Brian Morris|Lisa Khan|Ashley Reyes|Matthew Johnson|Ronald Nguyen,
Wilson Wealth Partners,Hilliard Lyons,Jason Wilson,,,"746 Jefferson Court, Seattle, WA 98101"
Taylor Wealth,Meridian Private Wealth,Helen Taylor,,Helen Taylor|Karen Nelson|James Morgan|Kevin Rivera|Nancy Reyes|Daniel Liu,"8802 Jefferson Rd, Houston, TX 77001"
Zhang Capital Group,Morgan Stanley Wealth Management,Amanda Zhang,,Amanda Zhang|Susan Cruz|Linda Morgan,
Evans Wealth Partners,Securities America,,,,
Parker Capital Partners,Kingsbridge Capital Advisors,,,,"8715 Hill St, Las Vegas, NV 89101"
Brown Private Wealth,Summit Peak Advisors,,,,
Reyes Private Wealth Group,Cambridge Investment Research,Robert Reyes,,,"5079 Park Court, Los Angeles, CA 90001"
Flores Group,Crestwood Family Office,,,Helen Flores|Richard Taylor|Daniel Carter|Betty Rivera|Jennifer Parker,
Phillips Financial Group,LPL Financial,,,Jessica Phillips|Karen Flores|Ryan Turner|Sandra Lee,
Phillips Advisors,Crestwood Family Office,,,,
Smith Wealth Partners,Raymond James Financial Services,,,,
Martin Capital Group,Raymond James Financial Services,Thomas Martin,,Thomas Martin|Emily Hill,
Reyes Private Wealth Group,National Planning Holdings,,,,
Wright Capital Group,UBS Financial Services,Jacob Wright,,Jacob Wright|James Turner|Jacob Turner|Nancy Brown|Kenneth Campbell|Robert King,
Moore Capital Group,Securities America,,,,
Garcia Financial Group,Raymond James Financial Services,Jennifer Garcia,jgarcia@raymondjames.com,Jennifer Garcia|Betty Rivera,"9462 Oak Court, Kansas City, MO 64101"
Edwards Investment Group,Cetera Financial Group,Jacob Edwards,,,
Kim Portfolio Group,Oppenheimer & Co.,,,,
Allen Investment Group,Morgan Stanley Wealth Management,Jacob Allen,,Jacob Allen|Mark Thomas,"5829 Jefferson Pkwy, Las Vegas, NV 89101"
Moore Financial Partners,Ridgeway Wealth Management,,,,
Allen Capital Partners,Summit Peak Advisors,Joseph Allen,,,
Baker Portfolio Group,Robert W. Baird & Co.,,,,
Smith Private Wealth Group,Ameriprise Financial Services,,smithb@ampf.com,,
Nguyen Advisors,Highfield Asset Management,,,,
Kim Wealth Advisors,UBS Financial Services,,kimd@ubs.com,,
Turner Wealth Partners,Hilliard Lyons,,,,
Reyes Asset Management Group,Raymond James Financial Services,,david.reyes@raymondjames.com,,
Wilson Advisory Group,Ameriprise Financial Services,Jessica Wilson,,,
Moore & Associates,Parkside Wealth Strategies,Jacob Moore,,,
Allen Financial Group,Cetera Financial Group,,,,
Phillips Portfolio Group,Woodbury Financial Services,,,,"3883 Lake Dr, Las Vegas, NV 89101"
Baker Group,Meridian Private Wealth,,,,
Kim Investment Partners,Northgate Investment Partners,James Kim,,James Kim|Amanda Hall|Ronald King|Dorothy Liu|Donald Green,
Williams Portfolio Group,DA Davidson & Co.,,jwilliams@dadavidson.com,,
Liu Advisory Group,Ameriprise Financial Services,,,,
Nelson Capital,Clearwater Capital Group,Andrew Nelson,,,
Mitchell Investment Group,National Planning Holdings,,,Ronald Mitchell|Rachel Yang|Timothy Yang|Matthew Liu|Dorothy Garcia,
Edwards Institutional Group,Robert W. Baird & Co.,,,,
Taylor Asset Management Group,Cambridge Investment Research,Amanda Taylor,,,
Reyes Private Client Group,Janney Montgomery Scott,,reyesk@janney.com,Kenneth Reyes|James Evans|Ryan Martin,
Hall Retirement Solutions Group,Morgan Stanley Wealth Management,Dorothy Hall,,Dorothy Hall|Anthony Gomez|George Baker,
Adams Private Wealth Group,Ameriprise Financial Services,,,Margaret Adams|Amanda Turner|Helen Lee|Anthony Brown,
Brown Institutional Group,LPL Financial,Charles Brown,,Charles Brown|Kenneth Wright|David Brown|Richard Flores|Daniel Taylor|Edward Young,
Edwards Family Wealth Group,Woodbury Financial Services,,edwardsg@woodburyfs.com,,
Jones Wealth Partners,Cetera Financial Group,,,,
Campbell Wealth,Crestwood Family Office,,kcampbell@crestwoodfo.com,,
Roberts Financial Group,Raymond James Financial Services,,,Amanda Roberts|Mark Collins|Andrew Thomas|James Davis|John Nelson|Kevin Patel,"8614 Commerce Way, Kansas City, MO 64101"
Zhang Advisory Group,Wells Fargo Advisors,Jeffrey Zhang,,,
Morgan Wealth Management Group,Securities America,Sarah Morgan,smorgan@secam.com,,
Khan Partners,Parkside Wealth Strategies,,,,
Carter Asset Management,Ridgeway Wealth Management,,,,
Mitchell Retirement Solutions Group,DA Davidson & Co.,Kevin Mitchell,,,
Hall Tax & Wealth Group,Cetera Financial Group,,,,"3993 Jefferson Rd, Austin, TX 78701"
Adams Wealth Advisors,Edward Jones,David Adams,,,"508 Commerce Court, Minneapolis, MN 55401"
Huang Private Wealth Group,Raymond James Financial Services,,,Jacob Huang|Nancy Collins|Susan Davis|James Allen|Robert Cruz,
Huang Wealth,Meridian Private Wealth,Megan Huang,,,"5560 Oak Ave, San Francisco, CA 94101"
Mitchell Capital Group,Janney Montgomery Scott,,,,
Scott Wealth Advisors,Edward Jones,Jessica Scott,jscott@edwardjones.com,,
Adams Wealth Management Group,Oppenheimer & Co.,,,,
Collins Portfolio Group,DA Davidson & Co.,Daniel Collins,,,"9811 Jefferson Pkwy, Memphis, TN 38101"
Morris Capital Partners,Parkside Wealth Strategies,,,,"9402 Maple Way, Houston, TX 77001"
Moore Retirement Solutions Group,Stifel Nicolaus & Company,,,,"4327 Willow Ln, St. Louis, MO 63101"
Young Financial Partners,Meridian Private Wealth,Christopher Young,,,
Harris Wealth Advisors,Stifel Nicolaus & Company,,,,
Roberts Capital Partners,Crestwood Family Office,Timothy Roberts,,,"1973 Jefferson Pl, Washington, DC 20001"
Lee Asset Management Group,Woodbury Financial Services,Jacob Lee,jacob.lee@woodburyfs.com,,
Morris Capital,Summit Peak Advisors,James Morris,,,
Collins Private Wealth,Parkside Wealth Strategies,,,,
Carter Retirement Solutions Group,Morgan Stanley Wealth Management,Timothy Carter,,Timothy Carter|Rachel Hill|Kevin King|Timothy Nguyen|Betty Nguyen|Sandra Mitchell|Anthony Parker,"5985 River St, Chicago, IL 60601"
Wilson Advisory Group,LPL Financial,,,,
Diaz Private Client Group,Merrill Lynch Pierce Fenner & Smith,,diazt@ml.com,,
Phillips Wealth Management Group,LPL Financial,,sandra.phillips@lpl.com,,
Garcia Investment Group,Commonwealth Financial Network,,rgarcia@commonwealth.com,,"8724 Hill Way, Boston, MA 02101"
Khan Wealth Management,Kingsbridge Capital Advisors,,,,
Roberts Family Wealth Group,Cambridge Investment Research,,,Patricia Roberts|Ronald Kim,
Allen Family Wealth Group,Woodbury Financial Services,Jeffrey Allen,,,"9335 Oak Way, San Diego, CA 92101"
Jones Retirement Solutions Group,Raymond James Financial Services,,,,
Moore Institutional Group,National Planning Holdings,,moorej@nph.com,,
Garcia Investment Group,UBS Financial Services,Jennifer Garcia,,,
Reyes Retirement Solutions Group,Edward Jones,Emily Reyes,,,
Collins Asset Management Group,DA Davidson & Co.,Edward Collins,,Edward Collins|Andrew Kim,
Nguyen & Associates,Summit Peak Advisors,Ashley Nguyen,,,"5272 Oak Ave, Denver, CO 80201"
Hill Capital Partners,Kingsbridge Capital Advisors,Rachel Hill,,,
Scott Advisors,Ridgeway Wealth Management,Ashley Scott,,,
Phillips & Associates,Ridgeway Wealth Management,,,,
Khan Capital,Kingsbridge Capital Advisors,,emily.khan@kingsbridgecap.com,,
Morgan Private Wealth Group,Robert W. Baird & Co.,,,,
Adams Private Wealth Group,Robert W. Baird & Co.,Daniel Adams,,,"8156 Park Pkwy, St. Louis, MO 63101"
Williams Private Wealth Group,Robert W. Baird & Co.,,rick.williams@rwbaird.com,,
Wright Tax & Wealth Group,Raymond James Financial Services,Ronald Wright,,,"6511 Main Court, Washington, DC 20001"
Nguyen Family Wealth Group,Stifel Nicolaus & Company,James Nguyen,,James Nguyen|Betty Brown|Kevin Diaz|David Torres,
Garcia Retirement Solutions Group,Securities America,,,,
Edwards Asset Management Group,Edward Jones,Kenneth Edwards,,,
Diaz Wealth Partners,Merrill Lynch Pierce Fenner & Smith,,,,
Hill Wealth,Crestwood Family Office,,,,"3568 Market Way, Minneapolis, MN 55401"
Wang Tax & Wealth Group,Morgan Stanley Wealth Management,,,Patricia Wang|Kenneth Lee,
Nelson Wealth Management,Summit Peak Advisors,Richard Nelson,,,"2896 Maple Ave, Miami, FL 33101"
Davis Institutional Group,DA Davidson & Co.,Sarah Davis,,Sarah Davis|Ryan Williams|Rachel Anderson,
Davis Wealth Partners,Oppenheimer & Co.,William Davis,,,
Taylor Wealth Management Group,DA Davidson & Co.,Jacob Taylor,,,
Flores Family Wealth Group,National Planning Holdings,Andrew Flores,,,
Phillips Capital,Harborview Private Wealth,,,Robert Phillips|Helen Harris|Amanda Williams|Sandra Nguyen,
Campbell Private Wealth Group,Edward Jones,,,,
Brown & Associates,Ridgeway Wealth Management,,,,
Rivera Private Wealth Group,Morgan Stanley Wealth Management,Linda Rivera,,,
King Advisors,Northgate Investment Partners,Joseph King,,,
Moore Advisory Group,UBS Financial Services,,,,
Zhang Financial Group,Raymond James Financial Services,,,,"7613 Washington Pl, Indianapolis, IN 46201"
Garcia Asset Management Group,Securities America,Mark Garcia,mgarcia@secam.com,Mark Garcia|Paul Smith|Jason Green|Jeffrey Huang|Donald Harris,
Gomez Advisory Group,Oppenheimer & Co.,,,Sandra Gomez|Patricia Reyes,
Williams Family Office,Northgate Investment Partners,,,,
Flores Advisors,Harborview Private Wealth,Jason Flores,,,
Taylor Group,Ridgeway Wealth Management,Kenneth Taylor,,,
Turner Capital Partners,Meridian Private Wealth,Karen Turner,,,
Mitchell Wealth Management,Harborview Private Wealth,,,Amanda Mitchell|Michael Rivera|Edward Torres|Michael Davis|Nancy Torres|Dorothy Evans|Robert Torres,
